Date,Service,Region,ResourceGroup,Cost,Currency,Usage,Unit
2025-03-29 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,271.99602578977175,USD,6242,Various
2025-03-29 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,229.0694157774309,USD,5438,Various
2025-03-29 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,535.1146309338376,USD,8450,Various
2025-03-29 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,59.349964919037305,USD,303,Various
2025-03-29 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,365.0581250484844,USD,8957,Various
2025-03-29 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,216.82611315468185,USD,7438,Various
2025-03-30 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,622.3929310423232,USD,9913,Various
2025-03-30 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,252.6359302410511,USD,4667,Various
2025-03-30 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,289.7509242008227,USD,5351,Various
2025-03-30 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,214.54744958756174,USD,9951,Various
2025-03-30 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,389.7944716460813,USD,1773,Various
2025-03-30 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,386.5620658911368,USD,3203,Various
2025-03-30 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,430.29761572074216,USD,3063,Various
2025-03-30 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,463.834359145896,USD,1920,Various
2025-03-30 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,275.50196787640084,USD,3607,Various
2025-03-30 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,560.532018816846,USD,5348,Various
2025-03-30 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,277.3271889480842,USD,5737,Various
2025-03-30 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,489.769523520238,USD,7689,Various
2025-03-31 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,574.5011818312662,USD,11921,Various
2025-03-31 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,395.0090069830303,USD,8994,Various
2025-03-31 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,452.5444127905146,USD,1763,Various
2025-03-31 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,234.16689811418874,USD,2601,Various
2025-03-31 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,154.79125546678887,USD,1692,Various
2025-03-31 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,457.3765210027066,USD,6577,Various
2025-03-31 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,247.73680884441336,USD,2050,Various
2025-03-31 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,109.30609124282546,USD,2047,Various
2025-03-31 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,573.7124854007632,USD,7670,Various
2025-03-31 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,383.6909696704759,USD,4368,Various
2025-03-31 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,301.7699771402932,USD,7247,Various
2025-03-31 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,533.3951910352515,USD,12198,Various
2025-04-01 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,303.180865272427,USD,9651,Various
2025-04-01 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,203.85815316780895,USD,10013,Various
2025-04-01 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,302.1698283319371,USD,6480,Various
2025-04-01 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,72.66154560641831,USD,1470,Various
2025-04-01 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,352.2530820158836,USD,1249,Various
2025-04-01 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,406.0306184413911,USD,7963,Various
2025-04-01 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,483.3098964407426,USD,8752,Various
2025-04-01 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,192.19126238182025,USD,4421,Various
2025-04-01 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,257.3098265678367,USD,4624,Various
2025-04-01 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,136.24577731260888,USD,8311,Various
2025-04-01 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,364.9267482538828,USD,7784,Various
2025-04-01 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,366.65670257394163,USD,7761,Various
2025-04-02 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,238.07086237019018,USD,6922,Various
2025-04-02 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,63.56883424593528,USD,1589,Various
2025-04-02 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,534.89326440336,USD,989,Various
2025-04-02 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,314.5970082208629,USD,4103,Various
2025-04-02 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,311.06605727460385,USD,5562,Various
2025-04-02 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,243.4312878669561,USD,8326,Various
2025-04-02 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,427.4643070165637,USD,10190,Various
2025-04-02 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,164.15110950243397,USD,4700,Various
2025-04-02 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,481.4251934675485,USD,1319,Various
2025-04-02 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,135.3133488606298,USD,1230,Various
2025-04-02 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,273.21879954036206,USD,9284,Various
2025-04-02 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,108.96442310644464,USD,6144,Various
2025-04-03 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,127.93287834574383,USD,6603,Various
2025-04-03 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,427.8080474909591,USD,7344,Various
2025-04-03 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,346.4170259377857,USD,1525,Various
2025-04-03 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,131.66417695169406,USD,2108,Various
2025-04-03 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,379.418378586605,USD,2225,Various
2025-04-03 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,115.41264792119271,USD,459,Various
2025-04-03 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,208.046927405633,USD,2372,Various
2025-04-03 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,388.22137976761485,USD,5411,Various
2025-04-03 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,109.24841904778788,USD,3199,Various
2025-04-03 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,264.40561522039883,USD,1234,Various
2025-04-03 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,168.89238160134386,USD,4100,Various
2025-04-03 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,251.05976960576749,USD,3143,Various
2025-04-04 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,229.73871221762238,USD,47436,Various
2025-04-04 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,529.577849330512,USD,2465,Various
2025-04-04 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,263.8374258112498,USD,9670,Various
2025-04-04 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,222.60984665434688,USD,6415,Various
2025-04-04 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,415.57243353567446,USD,6372,Various
2025-04-04 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,196.4682568280564,USD,1952,Various
2025-04-04 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,444.12719728320087,USD,2938,Various
2025-04-04 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,460.06735573091794,USD,3470,Various
2025-04-04 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,336.0380090034806,USD,2997,Various
2025-04-04 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,423.1509865802983,USD,4504,Various
2025-04-04 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,263.53079830051706,USD,4495,Various
2025-04-04 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,302.183548231995,USD,2562,Various
2025-04-05 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,452.6736134690443,USD,4586,Various
2025-04-05 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,145.43757804017912,USD,5975,Various
2025-04-05 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,452.9105195779991,USD,10586,Various
2025-04-05 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,321.0863043319172,USD,1824,Various
2025-04-05 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,215.23734421120494,USD,9642,Various
2025-04-05 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,295.08669812102664,USD,3806,Various
2025-04-05 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,535.9158458525735,USD,1474,Various
2025-04-05 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,207.85109521527053,USD,8038,Various
2025-04-05 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,204.34008921885288,USD,8276,Various
2025-04-05 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,412.7962783956069,USD,6878,Various
2025-04-05 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,245.91125273873718,USD,1976,Various
2025-04-05 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,145.56286814820896,USD,9640,Various
2025-04-06 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,310.7654200567401,USD,6182,Various
2025-04-06 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,261.98784421843857,USD,5193,Various
2025-04-06 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,1125.8301503169525,USD,30414,Various
2025-04-06 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,412.70370655949284,USD,8649,Various
2025-04-06 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,416.5520592862394,USD,10618,Various
2025-04-06 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,142.2152516390571,USD,11336,Various
2025-04-06 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,249.87310462827745,USD,8437,Various
2025-04-06 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,327.38398480875,USD,4477,Various
2025-04-06 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,459.32315178377155,USD,6230,Various
2025-04-06 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,1678.9007357136725,USD,34266,Various
2025-04-06 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,237.8685731515139,USD,1042,Various
2025-04-06 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,292.9521047742653,USD,7466,Various
2025-04-07 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,272.22613378278675,USD,9306,Various
2025-04-07 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,282.1918071234245,USD,6297,Various
2025-04-07 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,286.7160307640796,USD,4440,Various
2025-04-07 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,108.25152987288848,USD,3582,Various
2025-04-07 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,143.36748561229768,USD,4341,Various
2025-04-07 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,260.9825280358243,USD,1934,Various
2025-04-07 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,296.8878858024252,USD,11565,Various
2025-04-07 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,149.5158886269512,USD,4023,Various
2025-04-07 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,253.6907647347738,USD,4528,Various
2025-04-07 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,348.983620772933,USD,7178,Various
2025-04-07 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,471.047849343047,USD,2283,Various
2025-04-07 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,363.03272018754075,USD,3387,Various
